Provinces,category,commodity,year,month,price/unit(KSH)
Coast,pulses and nuts,Beans (dry),2007,1,33.33
Coast,pulses and nuts,Beans (dry),2007,2,33.92
Coast,pulses and nuts,Beans (dry),2007,3,34.13
Coast,pulses and nuts,Beans (dry),2007,4,33.89
Coast,pulses and nuts,Beans (dry),2007,5,35.5
Coast,pulses and nuts,Beans (dry),2007,8,37.46
Coast,pulses and nuts,Beans (dry),2007,9,39.08
Coast,pulses and nuts,Beans (dry),2007,11,38.33
Coast,pulses and nuts,Beans (dry),2007,12,38.77
Coast,pulses and nuts,Beans (dry),2008,1,48.6
Coast,pulses and nuts,Beans (dry),2008,3,53.33
Coast,pulses and nuts,Beans (dry),2008,5,51.03
Coast,pulses and nuts,Beans (dry),2008,8,58.22
Coast,pulses and nuts,Beans (dry),2008,9,61.64
Coast,pulses and nuts,Beans (dry),2008,10,60.85
Coast,pulses and nuts,Beans (dry),2008,11,50.28
Coast,pulses and nuts,Beans (dry),2008,12,48.92
Coast,pulses and nuts,Beans (dry),2009,1,44.94
Coast,pulses and nuts,Beans (dry),2009,2,50.14
Coast,pulses and nuts,Beans (dry),2009,3,50.42
Coast,pulses and nuts,Beans (dry),2009,4,55.71
Coast,pulses and nuts,Beans (dry),2009,6,49.33
Coast,pulses and nuts,Beans (dry),2009,7,49.89
Coast,pulses and nuts,Beans (dry),2009,8,54.99
Coast,pulses and nuts,Beans (dry),2009,12,48.86
Coast,pulses and nuts,Beans (dry),2010,1,48.89
Coast,pulses and nuts,Beans (dry),2010,2,48.53
Coast,pulses and nuts,Beans (dry),2010,5,52.68
Coast,pulses and nuts,Beans (dry),2010,6,46.36
Coast,pulses and nuts,Beans (dry),2010,7,46.97
Coast,pulses and nuts,Beans (dry),2010,11,47.89
Coast,pulses and nuts,Beans (dry),2011,1,46.99
Coast,pulses and nuts,Beans (dry),2011,2,49.8
Coast,pulses and nuts,Beans (dry),2011,3,59.61
Coast,pulses and nuts,Beans (dry),2011,4,70.81
Coast,pulses and nuts,Beans (dry),2011,5,68.59
Coast,pulses and nuts,Beans (dry),2011,6,61.11
Coast,pulses and nuts,Beans (dry),2011,7,57.44
Coast,pulses and nuts,Beans (dry),2011,8,63.17
Coast,pulses and nuts,Beans (dry),2011,9,63.18
Coast,pulses and nuts,Beans (dry),2011,10,58.61
Coast,pulses and nuts,Beans (dry),2011,12,55.56
Coast,pulses and nuts,Beans (dry),2012,1,60.78
Coast,pulses and nuts,Beans (dry),2012,2,57.44
Coast,pulses and nuts,Beans (dry),2012,4,68.5
Coast,pulses and nuts,Beans (dry),2012,5,70.56
Coast,pulses and nuts,Beans (dry),2012,7,58.78
Coast,pulses and nuts,Beans (dry),2012,10,61.78
Coast,pulses and nuts,Beans (dry),2012,11,53.67
Coast,pulses and nuts,Beans (dry),2012,12,55.48
Coast,pulses and nuts,Beans (dry),2013,1,28.9
Coast,pulses and nuts,Beans (dry),2013,3,60.62
Coast,pulses and nuts,Beans (dry),2013,4,67.22
Coast,pulses and nuts,Beans (dry),2013,5,67.29
Coast,pulses and nuts,Beans (dry),2013,6,62.83
Coast,pulses and nuts,Beans (dry),2013,7,63.47
Coast,pulses and nuts,Beans (dry),2013,8,64.98
Coast,pulses and nuts,Beans (dry),2013,9,71.89
Coast,pulses and nuts,Beans (dry),2013,10,68.76
Coast,pulses and nuts,Beans (dry),2014,1,63.76
Coast,pulses and nuts,Beans (dry),2014,2,66.08
Coast,pulses and nuts,Beans (dry),2014,4,72.22
Coast,pulses and nuts,Beans (dry),2014,6,57.68
Coast,pulses and nuts,Beans (dry),2014,7,55.95
Coast,pulses and nuts,Beans (dry),2014,8,56.71
Coast,pulses and nuts,Beans (dry),2014,9,58.04
Coast,pulses and nuts,Beans (dry),2014,10,57.99
Coast,pulses and nuts,Beans (dry),2014,11,55.83
Coast,pulses and nuts,Beans (dry),2015,1,62.18
Coast,pulses and nuts,Beans (dry),2015,2,64.0
Coast,pulses and nuts,Beans (dry),2015,3,75.56
Coast,pulses and nuts,Beans (dry),2015,4,77.03
Coast,pulses and nuts,Beans (dry),2015,6,79.66
Coast,pulses and nuts,Beans (dry),2015,7,62.59
Coast,pulses and nuts,Beans (dry),2015,9,64.39
Coast,pulses and nuts,Beans (dry),2015,10,66.86
Coast,pulses and nuts,Beans (dry),2015,11,64.44
Coast,pulses and nuts,Beans (dry),2015,12,60.87
Coast,pulses and nuts,Beans (dry),2016,2,71.11
Coast,pulses and nuts,Beans (dry),2016,5,68.31
Coast,pulses and nuts,Beans (dry),2016,7,66.43
Coast,pulses and nuts,Beans (dry),2016,8,65.38
Coast,pulses and nuts,Beans (dry),2016,9,69.29
Coast,pulses and nuts,Beans (dry),2016,10,69.92
Coast,pulses and nuts,Beans (dry),2017,1,70.94
Coast,pulses and nuts,Beans (dry),2017,2,79.5
Coast,pulses and nuts,Beans (dry),2017,4,91.11
Coast,pulses and nuts,Beans (dry),2017,5,86.5
Coast,pulses and nuts,Beans (dry),2017,11,73.39
Coast,pulses and nuts,Beans (dry),2017,12,61.11
Coast,pulses and nuts,Beans (dry),2018,1,64.28
Coast,pulses and nuts,Beans (dry),2018,3,62.29
Coast,pulses and nuts,Beans (dry),2018,5,64.13
Coast,pulses and nuts,Beans (dry),2018,6,50.74
Coast,pulses and nuts,Beans (dry),2018,11,56.33
Coast,pulses and nuts,Beans (dry),2019,2,69.19
Coast,pulses and nuts,Beans (dry),2019,4,63.76
Coast,pulses and nuts,Beans (dry),2019,6,83.15
Coast,pulses and nuts,Beans (dry),2019,7,98.8
Coast,pulses and nuts,Beans (dry),2019,10,86.67
Coast,pulses and nuts,Beans (dry),2020,1,91.67
Coast,pulses and nuts,Beans (dry),2020,2,97.22
Coast,pulses and nuts,Beans (dry),2020,3,100.0
Coast,pulses and nuts,Beans (yellow),2021,2,88.03
Coast,pulses and nuts,Beans (yellow),2021,3,82.08
Coast,pulses and nuts,Beans (yellow),2021,5,94.01
Coast,pulses and nuts,Beans (yellow),2021,10,77.8
Coast,pulses and nuts,Beans (yellow),2022,6,110.3
Coast,pulses and nuts,Beans (yellow),2022,7,118.9
Coast,pulses and nuts,Beans (yellow),2022,9,150.0
Coast,pulses and nuts,Beans (yellow),2023,1,150.0
Coast,pulses and nuts,Beans (yellow),2023,2,170.0
Coast,pulses and nuts,Beans (yellow),2023,3,125.0
Coast,pulses and nuts,Beans (yellow),2023,7,156.0
Coast,pulses and nuts,Cowpeas,2021,2,66.67
Coast,pulses and nuts,Cowpeas,2021,3,80.0
Coast,pulses and nuts,Cowpeas,2021,4,72.2
Coast,pulses and nuts,Cowpeas,2021,9,65.0
Coast,pulses and nuts,Cowpeas,2023,2,100.0
Coast,vegetables and fruits,Cabbage,2021,4,44.6
Coast,vegetables and fruits,Cabbage,2021,5,40.87
Coast,vegetables and fruits,Cabbage,2021,9,17.5
Coast,vegetables and fruits,Cabbage,2021,10,20.48
Coast,vegetables and fruits,Cabbage,2021,11,15.4
Coast,vegetables and fruits,Cabbage,2022,6,14.8
Coast,vegetables and fruits,Cabbage,2022,9,16.83
Coast,vegetables and fruits,Cabbage,2022,10,15.67
Coast,vegetables and fruits,Cabbage,2023,1,16.13
Coast,vegetables and fruits,Cabbage,2023,3,32.83
Coast,vegetables and fruits,Cabbage,2023,4,22.73
Coast,vegetables and fruits,Cabbage,2023,5,23.0
Coast,vegetables and fruits,Cabbage,2023,6,28.6
Coast,vegetables and fruits,Cabbage,2023,7,13.83
Coast,vegetables and fruits,Kale,2021,3,25.88
Coast,vegetables and fruits,Kale,2021,5,24.08
Coast,vegetables and fruits,Kale,2021,6,26.86
Coast,vegetables and fruits,Kale,2021,8,29.4
Coast,vegetables and fruits,Kale,2021,9,24.82
Coast,vegetables and fruits,Kale,2022,6,31.34
Coast,vegetables and fruits,Kale,2022,7,40.66
Coast,vegetables and fruits,Kale,2022,9,27.23
Coast,vegetables and fruits,Kale,2022,10,43.91
Coast,vegetables and fruits,Kale,2022,12,21.86
Coast,vegetables and fruits,Kale,2023,1,19.84
Coast,vegetables and fruits,Kale,2023,3,34.88
Coast,vegetables and fruits,Kale,2023,5,12.7
Coast,vegetables and fruits,Kale,2023,6,11.2
Coast,vegetables and fruits,Kale,2023,7,12.7
Coast,vegetables and fruits,Onions (dry),2021,1,40.0
Coast,vegetables and fruits,Onions (dry),2021,2,41.08
Coast,vegetables and fruits,Onions (dry),2021,3,52.38
Coast,vegetables and fruits,Onions (dry),2021,5,75.62
Coast,vegetables and fruits,Onions (dry),2021,6,65.23
Coast,vegetables and fruits,Onions (dry),2021,7,51.31
Coast,vegetables and fruits,Onions (dry),2021,8,46.23
Coast,vegetables and fruits,Onions (dry),2021,10,57.23
Coast,vegetables and fruits,Onions (dry),2022,7,54.15
Coast,vegetables and fruits,Onions (dry),2022,9,45.8
Coast,vegetables and fruits,Onions (dry),2023,2,57.62
Coast,vegetables and fruits,Onions (dry),2023,3,54.54
Coast,vegetables and fruits,Onions (dry),2023,4,73.78
Coast,vegetables and fruits,Tomatoes,2021,1,39.09
Coast,vegetables and fruits,Tomatoes,2021,2,78.16
Coast,vegetables and fruits,Tomatoes,2021,3,92.83
Coast,vegetables and fruits,Tomatoes,2021,4,102.34
Coast,vegetables and fruits,Tomatoes,2021,7,60.58
Coast,vegetables and fruits,Tomatoes,2021,8,68.0
Coast,vegetables and fruits,Tomatoes,2021,10,62.59
Coast,vegetables and fruits,Tomatoes,2021,11,52.5
Coast,vegetables and fruits,Tomatoes,2022,12,53.8
Coast,vegetables and fruits,Tomatoes,2023,1,71.39
Coast,vegetables and fruits,Tomatoes,2023,2,60.46
Coast,vegetables and fruits,Tomatoes,2023,3,51.75
Coast,vegetables and fruits,Tomatoes,2023,4,48.15
Coast,vegetables and fruits,Tomatoes,2023,5,50.71
Coast,vegetables and fruits,Tomatoes,2023,6,64.05
Coast,vegetables and fruits,Tomatoes,2023,7,37.09
Eastern,cereals and tubers,"Maize (white, dry)",2021,1,30.0
Eastern,cereals and tubers,"Maize (white, dry)",2021,3,30.0
Eastern,cereals and tubers,"Maize (white, dry)",2021,4,26.96
Eastern,cereals and tubers,"Maize (white, dry)",2021,5,25.55
Eastern,cereals and tubers,"Maize (white, dry)",2021,6,29.633333333333336
Eastern,cereals and tubers,"Maize (white, dry)",2021,7,28.53
Eastern,cereals and tubers,"Maize (white, dry)",2021,9,31.1
Eastern,cereals and tubers,"Maize (white, dry)",2021,10,30.53
Eastern,cereals and tubers,"Maize (white, dry)",2021,11,29.585
Eastern,cereals and tubers,"Maize (white, dry)",2022,1,36.19
Eastern,cereals and tubers,"Maize (white, dry)",2022,2,31.310000000000002
Eastern,cereals and tubers,"Maize (white, dry)",2022,3,37.0
Eastern,cereals and tubers,"Maize (white, dry)",2022,4,32.19
Eastern,cereals and tubers,"Maize (white, dry)",2022,6,58.76
Eastern,cereals and tubers,"Maize (white, dry)",2022,7,70.33500000000001
Eastern,cereals and tubers,"Maize (white, dry)",2022,8,65.0
Eastern,cereals and tubers,"Maize (white, dry)",2022,11,70.0
Eastern,cereals and tubers,"Maize (white, dry)",2023,5,60.0
Eastern,cereals and tubers,Potatoes (Irish),2006,1,25.0
Eastern,cereals and tubers,Potatoes (Irish),2006,2,31.11
Eastern,cereals and tubers,Potatoes (Irish),2006,4,31.11
Eastern,cereals and tubers,Potatoes (Irish),2007,7,23.06
Eastern,cereals and tubers,Potatoes (Irish),2007,10,27.78
Eastern,cereals and tubers,Potatoes (Irish),2007,11,25.83
Eastern,cereals and tubers,Potatoes (Irish),2007,12,25.56
Eastern,cereals and tubers,Potatoes (Irish),2008,2,33.33
Eastern,cereals and tubers,Potatoes (Irish),2008,4,39.26
Eastern,cereals and tubers,Potatoes (Irish),2008,5,33.33
Eastern,cereals and tubers,Potatoes (Irish),2008,6,28.89
Eastern,cereals and tubers,Potatoes (Irish),2008,8,25.28
Eastern,cereals and tubers,Potatoes (Irish),2008,9,27.5
Eastern,cereals and tubers,Potatoes (Irish),2008,11,35.56
Eastern,cereals and tubers,Potatoes (Irish),2008,12,31.11
Eastern,cereals and tubers,Potatoes (Irish),2009,1,29.44
Eastern,cereals and tubers,Potatoes (Irish),2009,2,34.86
Eastern,cereals and tubers,Potatoes (Irish),2009,4,55.56
Eastern,cereals and tubers,Potatoes (Irish),2009,6,37.54
Eastern,cereals and tubers,Potatoes (Irish),2009,8,26.53
Eastern,cereals and tubers,Potatoes (Irish),2009,9,30.28
Eastern,cereals and tubers,Potatoes (Irish),2009,11,38.7
Eastern,cereals and tubers,Potatoes (Irish),2010,1,30.0
Eastern,cereals and tubers,Potatoes (Irish),2010,4,28.14
Eastern,cereals and tubers,Potatoes (Irish),2010,5,27.78
Eastern,cereals and tubers,Potatoes (Irish),2010,6,30.37
Eastern,cereals and tubers,Potatoes (Irish),2010,7,41.67
Eastern,cereals and tubers,Potatoes (Irish),2010,8,46.67
Eastern,cereals and tubers,Potatoes (Irish),2010,10,40.0
Eastern,cereals and tubers,Potatoes (Irish),2010,11,34.44
Eastern,cereals and tubers,Potatoes (Irish),2010,12,37.78
Eastern,cereals and tubers,Potatoes (Irish),2011,2,44.44
Eastern,cereals and tubers,Potatoes (Irish),2011,3,67.78
Eastern,cereals and tubers,Potatoes (Irish),2011,4,64.44
Eastern,cereals and tubers,Potatoes (Irish),2011,5,54.81
Eastern,cereals and tubers,Potatoes (Irish),2011,7,30.74
Eastern,cereals and tubers,Potatoes (Irish),2011,9,33.33
Eastern,cereals and tubers,Potatoes (Irish),2011,10,41.44
Eastern,cereals and tubers,Potatoes (Irish),2011,11,42.22
Eastern,cereals and tubers,Potatoes (Irish),2011,12,42.44
Eastern,cereals and tubers,Potatoes (Irish),2012,1,37.78
Eastern,cereals and tubers,Potatoes (Irish),2012,2,47.78
Eastern,cereals and tubers,Potatoes (Irish),2012,4,57.78
Eastern,cereals and tubers,Potatoes (Irish),2012,6,55.92
Eastern,cereals and tubers,Potatoes (Irish),2012,7,42.22
Eastern,cereals and tubers,Potatoes (Irish),2012,11,55.0
Eastern,cereals and tubers,Potatoes (Irish),2012,12,37.78
Eastern,cereals and tubers,Potatoes (Irish),2013,2,36.67
Eastern,cereals and tubers,Potatoes (Irish),2013,4,44.44
Eastern,cereals and tubers,Potatoes (Irish),2013,6,40.0
Eastern,cereals and tubers,Potatoes (Irish),2013,9,44.44
Eastern,cereals and tubers,Potatoes (Irish),2013,10,43.7
Eastern,cereals and tubers,Potatoes (Irish),2014,1,31.67
Eastern,cereals and tubers,Potatoes (Irish),2014,6,47.22
Eastern,cereals and tubers,Potatoes (Irish),2014,7,41.11
Eastern,cereals and tubers,Potatoes (Irish),2014,9,42.5
Eastern,cereals and tubers,Potatoes (Irish),2014,10,46.67
Eastern,cereals and tubers,Potatoes (Irish),2015,1,18.89
Eastern,cereals and tubers,Potatoes (Irish),2016,1,57.26
Eastern,cereals and tubers,Potatoes (Irish),2016,2,44.0
Eastern,cereals and tubers,Potatoes (Irish),2016,3,60.0
Eastern,cereals and tubers,Potatoes (Irish),2016,5,70.0
Eastern,cereals and tubers,Potatoes (Irish),2016,6,56.0
Eastern,cereals and tubers,Potatoes (Irish),2016,7,63.0
Eastern,cereals and tubers,Potatoes (Irish),2016,8,54.4
Eastern,cereals and tubers,Potatoes (Irish),2016,9,56.0
Eastern,cereals and tubers,Potatoes (Irish),2016,10,56.0
Eastern,cereals and tubers,Potatoes (Irish),2016,11,60.0
Eastern,cereals and tubers,Potatoes (Irish),2017,5,71.0
Eastern,cereals and tubers,Potatoes (Irish),2017,6,80.0
Eastern,cereals and tubers,Potatoes (Irish),2017,7,40.0
Eastern,cereals and tubers,Potatoes (Irish),2017,9,44.0
Eastern,cereals and tubers,Potatoes (Irish),2017,11,57.5
Eastern,cereals and tubers,Potatoes (Irish),2018,2,66.67
Eastern,cereals and tubers,Potatoes (Irish),2018,3,76.67
Eastern,cereals and tubers,Potatoes (Irish),2018,4,100.0
Eastern,cereals and tubers,Potatoes (Irish),2018,6,67.5
Eastern,cereals and tubers,Potatoes (Irish),2018,9,110.0
Eastern,cereals and tubers,Potatoes (Irish),2018,11,76.5
Eastern,cereals and tubers,Potatoes (Irish),2019,8,54.0
Eastern,cereals and tubers,Potatoes (Irish),2019,9,57.0
Eastern,cereals and tubers,Potatoes (Irish),2020,2,61.0
Eastern,cereals and tubers,Potatoes (Irish),2020,3,70.0
Eastern,cereals and tubers,"Potatoes (Irish, red)",2021,2,25.0
Eastern,cereals and tubers,"Potatoes (Irish, red)",2021,3,26.89
Eastern,cereals and tubers,"Potatoes (Irish, red)",2021,4,33.75
Eastern,cereals and tubers,"Potatoes (Irish, red)",2021,7,32.5
Eastern,cereals and tubers,"Potatoes (Irish, red)",2021,8,35.0
Eastern,cereals and tubers,"Potatoes (Irish, red)",2021,9,22.14
Eastern,cereals and tubers,"Potatoes (Irish, red)",2021,10,22.5
Eastern,cereals and tubers,"Potatoes (Irish, red)",2021,11,35.0
Eastern,cereals and tubers,"Potatoes (Irish, red)",2021,12,31.0
Eastern,cereals and tubers,"Potatoes (Irish, red)",2022,3,51.9
Eastern,cereals and tubers,"Potatoes (Irish, red)",2022,5,41.62
Eastern,cereals and tubers,"Potatoes (Irish, red)",2022,6,40.96
Eastern,cereals and tubers,"Potatoes (Irish, red)",2022,8,37.1
Eastern,cereals and tubers,"Potatoes (Irish, red)",2022,12,53.0
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,2,27.4
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,3,28.16
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,4,33.75
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,5,17.8
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,6,31.525
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,7,36.15
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,8,30.0
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,9,19.86
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,10,27.233333333333334
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,11,30.25
Eastern,cereals and tubers,"Potatoes (Irish, white)",2021,12,50.0
Eastern,cereals and tubers,"Potatoes (Irish, white)",2022,1,42.526666666666664
Eastern,cereals and tubers,"Potatoes (Irish, white)",2022,2,39.375
Eastern,cereals and tubers,"Potatoes (Irish, white)",2022,5,41.62
Eastern,cereals and tubers,"Potatoes (Irish, white)",2022,6,45.629999999999995
Eastern,cereals and tubers,"Potatoes (Irish, white)",2022,7,43.54
Eastern,cereals and tubers,"Potatoes (Irish, white)",2022,8,41.144999999999996
Eastern,cereals and tubers,"Potatoes (Irish, white)",2022,10,45.980000000000004
Eastern,cereals and tubers,"Potatoes (Irish, white)",2022,11,77.5
Eastern,cereals and tubers,"Potatoes (Irish, white)",2023,7,50.0
Eastern,cereals and tubers,Rice (aromatic),2021,2,127.5
Eastern,cereals and tubers,Rice (aromatic),2021,3,141.5
Eastern,cereals and tubers,Rice (aromatic),2021,5,78.0
Eastern,cereals and tubers,Rice (aromatic),2021,7,120.0
Eastern,cereals and tubers,Rice (aromatic),2021,12,150.0
Eastern,cereals and tubers,Rice (aromatic),2022,1,150.0
Eastern,cereals and tubers,Rice (aromatic),2022,7,180.0
Eastern,cereals and tubers,Rice (aromatic),2022,8,180.0
Eastern,cereals and tubers,Rice (aromatic),2022,10,180.0
Eastern,cereals and tubers,Rice (aromatic),2022,11,179.0
Eastern,cereals and tubers,Sorghum,2007,8,28.06
Eastern,cereals and tubers,Sorghum,2007,10,13.33
Eastern,cereals and tubers,Sorghum,2007,12,13.33
Eastern,cereals and tubers,Sorghum,2008,7,17.78
Eastern,cereals and tubers,Sorghum,2008,8,20.56
Eastern,cereals and tubers,Sorghum,2008,9,22.22
Eastern,cereals and tubers,Sorghum,2008,11,31.11
Eastern,cereals and tubers,Sorghum,2009,1,33.89
Eastern,cereals and tubers,Sorghum,2009,3,36.67
Eastern,cereals and tubers,Sorghum,2009,4,34.07
Eastern,cereals and tubers,Sorghum,2009,5,35.7
Eastern,cereals and tubers,Sorghum,2009,6,30.56
Eastern,cereals and tubers,Sorghum,2009,7,35.11
Eastern,cereals and tubers,Sorghum,2009,8,36.94
Eastern,cereals and tubers,Sorghum,2009,9,31.11
Eastern,cereals and tubers,Sorghum,2009,12,38.44
Eastern,cereals and tubers,Sorghum,2010,1,31.11
Eastern,cereals and tubers,Sorghum,2010,2,31.11
Eastern,cereals and tubers,Sorghum,2010,5,30.0
Eastern,cereals and tubers,Sorghum,2010,6,22.22
Eastern,cereals and tubers,Sorghum,2010,7,24.44
Eastern,cereals and tubers,Sorghum,2010,9,20.0
Eastern,cereals and tubers,Sorghum,2010,10,20.0
Eastern,cereals and tubers,Sorghum,2010,11,23.33
Eastern,cereals and tubers,Sorghum,2011,1,30.0
Eastern,cereals and tubers,Sorghum,2011,3,30.0
Eastern,cereals and tubers,Sorghum,2011,6,30.0
Eastern,cereals and tubers,Sorghum,2011,10,50.0
Eastern,cereals and tubers,Sorghum,2011,11,50.0
Eastern,cereals and tubers,Sorghum,2012,1,43.33
Eastern,cereals and tubers,Sorghum,2012,2,35.56
Eastern,cereals and tubers,Sorghum,2012,5,30.0
Eastern,cereals and tubers,Sorghum,2012,6,36.67
Eastern,cereals and tubers,Sorghum,2012,8,50.0
Eastern,cereals and tubers,Sorghum,2012,10,50.0
Eastern,cereals and tubers,Sorghum,2012,12,50.0
Eastern,cereals and tubers,Sorghum,2013,2,45.56
Eastern,cereals and tubers,Sorghum,2013,4,24.44
Eastern,cereals and tubers,Sorghum,2013,7,24.44
Eastern,cereals and tubers,Sorghum,2013,9,35.56
Eastern,cereals and tubers,Sorghum,2013,10,38.52
Eastern,cereals and tubers,Sorghum,2014,1,40.0
Eastern,cereals and tubers,Sorghum,2014,2,40.0
Eastern,cereals and tubers,Sorghum,2014,3,40.0
Eastern,cereals and tubers,Sorghum,2014,5,40.0
Eastern,cereals and tubers,Sorghum,2014,8,40.0
Eastern,cereals and tubers,Sorghum,2014,9,40.0
Eastern,cereals and tubers,Sorghum,2014,12,50.0
Eastern,cereals and tubers,Sorghum,2015,1,50.0
Eastern,cereals and tubers,Sorghum,2015,2,47.5
